id,Date,text,Polarity,SentimentScore,Sentiment
933042265613914112,2017-11-21 18:39:45,"b'@mattrollo1 I see. But, can you tell us more about the issue?  is there an error message or error code on the scree\xe2\x80\xa6 https://t.co/TApcFNsDKK'",0.5,5,Very Positive
933024578548518912,2017-11-21 17:29:28,"b'@adamsentz Hi @adamsentz. We apologize for the inconvenience. But, you might want to tap the ""CC"" icon inside a rec\xe2\x80\xa6 https://t.co/MuE4fX2BjY'",0.0,3,Neutral
932407306914091009,2017-11-20 00:36:39,b'@ianmireland 5. Set up recording again for those shows that did not record but you set up to be recorded. These usu\xe2\x80\xa6 https://t.co/iGV1LUpEYB',0.0,3,Neutral
932407205520850944,2017-11-20 00:36:15,b'@ianmireland 3. Reselect the network type you use (Settings &amp; Messages &gt; Network Settings &gt; Change network settings\xe2\x80\xa6 https://t.co/E3f06RldIX',0.0,3,Neutral
932407072565661697,2017-11-20 00:35:44,"b'@ianmireland Thank you for the details of the issue. But, to keep your TiVo from doing it again, you might want to\xe2\x80\xa6 https://t.co/nsrF1wqRpI'",0.0,3,Neutral
932394209046298625,2017-11-19 23:44:37,"b""@ianmireland Hi @ianmireland. We're sorry to hear that you're having trouble with your TiVo. To better assist you,\xe2\x80\xa6 https://t.co/VTtYcW3RDb""",-0.06666666666666665,2,Negative
932379850911961089,2017-11-19 22:47:33,"b'@sganley After the DVR boots up, continue to add the other cables one at a time. If the issue continues, please let us know.'",-0.125,2,Negative
932351572322996224,2017-11-19 20:55:11,"b""@Nonnalin Since you've already exhausted all the possible troubleshooting steps but to no avail, we highly recommen\xe2\x80\xa6 https://t.co/0f7eVqBOJJ""",-0.08,2,Negative
932326505169989632,2017-11-19 19:15:35,b'@Nonnalin They can further investigate the matter for you.  You can reach them at 877-367-8486 (Weekdays-7am to 6pm\xe2\x80\xa6 https://t.co/ltYHd91KfS',0.0,3,Neutral
932325878763225089,2017-11-19 19:13:05,b'@Nonnalin I see. Have you already tried these troubleshoting steps:\n1. Uninstall the app?\n2. Power cycle modem or r\xe2\x80\xa6 https://t.co/9jsydb20FJ',0.0,3,Neutral
932316136477249537,2017-11-19 18:34:23,"b'@Nonnalin Afterwards, restart your iOS devices and access the app again. These usually fix this, if not, please let us know.'",-0.25,2,Negative
931969048719626241,2017-11-18 19:35:11,b'@HDinHB Hi @HDinHB. We apologize for the inconvenience. Have you tried to reboot the TiVo box and force connect it\xe2\x80\xa6 https://t.co/RV4Vr3PRs2',0.0,3,Neutral
931244191384064001,2017-11-16 19:34:51,b'@mlisag123 Please send in your direct message to @TiVoSupport so that we can check it out. Thanks!',0.175,3,Neutral
930897773540659200,2017-11-15 20:38:19,b'@mlisag123 Hello @mlisag123! We understand how frustrating this must be for you and we sincerely apologize. Please\xe2\x80\xa6 https://t.co/wGAoaIx4xI',0.04999999999999999,3,Neutral
930856228447809536,2017-11-15 17:53:13,"b""@plank10 That's a good thing though. However, to further investigate the matter, we suggest that you contact our Cu\xe2\x80\xa6 https://t.co/kAKF0KtLeC""",0.35,4,Positive
930853821953269760,2017-11-15 17:43:40,"b""@plank10 Sorry to hear this. To make sure that the YouTube app is the only app that's having the issue, have you tr\xe2\x80\xa6 https://t.co/0s3MtZwSLg""",0.0,3,Neutral
930494624581521408,2017-11-14 17:56:20,b'@plank10 4) Return to TiVo Central &gt; Apps &gt; Add &amp; Manage Apps. \n5)Force another connection to the TiVo Service. \n6)\xe2\x80\xa6 https://t.co/zBYfPUmWXX',0.0,3,Neutral
930494396205817861,2017-11-14 17:55:26,b'@plank10 I see.  Please perfom the following troubleshooting steps: \n1) Go to Apps &gt; Add &amp; Manage Apps. \n2) Uncheck\xe2\x80\xa6 https://t.co/uurIBLIOEv',0.0,3,Neutral
930490072062939137,2017-11-14 17:38:15,"b""@plank10 Hello plank10! We're sorry to hear that your having issues with the YouTube app on your TiVo. We'd like to\xe2\x80\xa6 https://t.co/0D0bWZpqZU""",-0.5,2,Negative
930254561733902336,2017-11-14 02:02:25,"b'@colbe After these, force one more connection then perform a cold boot by removing all cables connected on your DVR\xe2\x80\xa6 https://t.co/ChruVlYsKG'",-0.04999999999999999,2,Negative
930253580220715008,2017-11-14 01:58:31,b'@colbe Please force a connection twice on your DVR by going to Settings &amp; Messages &gt; Network Settings &gt; TiVo Servic\xe2\x80\xa6 https://t.co/xtjuBcIjV2',0.0,3,Neutral
929750018705313792,2017-11-12 16:37:33,"b""@jpr602 Hello John! We're sorry to hear that you're having issues with your TiVo. We'd like to know more about this\xe2\x80\xa6 https://t.co/Tf52do24Du""",0.0,3,Neutral
929746257316368389,2017-11-12 16:22:36,"b""@sandiosandi Hello Sandi! We're sorry to hear that you're having issues with your TiVo Apps. We'd like to know more\xe2\x80\xa6 https://t.co/OQkG6ukw7U""",-0.5,2,Negative
929154533141381120,2017-11-11 01:11:18,b'@c_kupec Power cycle the TiVo box. These usually fix the problem. 4/4',-0.25,2,Negative
929154462614159360,2017-11-11 01:11:01,b'@c_kupec Return to  Apps &gt; Add &amp; Manage Apps. Force another connection to the TiVo service. Sign out of the app and back into it. 3/4',0.0,3,Neutral
929154348843700225,2017-11-11 01:10:34,b'@c_kupec Force a connection to the TiVo servcie (Settings &amp; Messages &gt; Network Settings &gt; TiVo Service Connection). 2/4',0.0,3,Neutral
929154249640022016,2017-11-11 01:10:10,"b'@c_kupec I see. But, you might want to do these troubleshooting steps:-Go to Apps &gt; Add &amp; Manage Apps. Uncheck the\xe2\x80\xa6 https://t.co/ATIMIACtq9'",0.0,3,Neutral
929135451126026240,2017-11-10 23:55:28,b'@quick13 Hello @quick13! Sorry for the inconvenience right there! Can you send us more information about the issue through direct message?',0.11428571428571427,3,Neutral
929099213455220736,2017-11-10 21:31:28,"b""@7heather Hi @7heather. Thank you for your feedback. We'll make sure to send this insight to our developers.""",0.5,5,Very Positive
929047452585512962,2017-11-10 18:05:48,b'@c_kupec Is there an error message or error code? Have you tried checking the other apps like YouTube and Amazon if\xe2\x80\xa6 https://t.co/lb3EHegwMq',-0.125,2,Negative
928775077742694405,2017-11-10 00:03:28,b'@c_kupec Hello Christina! We sincerely apologize for the inconvenience. Can you tell us more of the problem and the\xe2\x80\xa6 https://t.co/kW7YeaQaEz',0.5,5,Very Positive
928365574689841152,2017-11-08 20:56:15,"b'@DMurph1979 However, you can always provide us feedback and suggestions at this link: https://t.co/Yxv2BH3rSH'",0.0,3,Neutral
928365392640266240,2017-11-08 20:55:32,"b""@DMurph1979 Hello Murph! There were no announcements in regards to this concern yet. But once we have, we'll make sure to let you know.""",0.5,5,Very Positive
927950314900246531,2017-11-07 17:26:10,"b""@binkytom Hello Thomas! We're sorry to hear that you're having issues with your recordings. Can you tell us more about this concern?""",0.0,3,Neutral
927610447636959234,2017-11-06 18:55:39,"b'@rsaeks You can reach them at 877-367-8486 (Weekdays 7am-6pm PT, Weekend 8am-5pm PT). Thank you for your patience.'",0.0,3,Neutral
927609904180989953,2017-11-06 18:53:29,b'@rsaeks We recommend that you contact our Customer support to further investigate the matter and to provide you options to resolve this.',0.0,3,Neutral
927609229573283842,2017-11-06 18:50:49,"b""@rsaeks It seems that you've already tried the troubleshooting steps that usually fix the issue, but still the issue continues.""",-0.25,2,Negative
927594122067759104,2017-11-06 17:50:47,"b'@hanlich Afterwards, sign out of the app and back into it and power cycle the TiVo box.'",0.0,3,Neutral
927593937891708932,2017-11-06 17:50:03,"b'@hanlich Then, return to Apps &gt; Add &amp; Manage Apps. Re-check the app. Force another connection to the TiVo service.'",0.0,3,Neutral
927593588590043137,2017-11-06 17:48:40,"b'@hanlich Sorry for the trouble. But, you might want to go to Apps &gt; Add &amp; Manage Apps. Uncheck Amazon app. Force a\xe2\x80\xa6 https://t.co/QQgud9ZqUf'",-0.35,2,Negative
927590859050188800,2017-11-06 17:37:49,b'@rsaeks I see. Have you also tried to tune the TV to the correct input settings using the TV remote control?',-0.1,2,Negative
927584452255125506,2017-11-06 17:12:21,"b'@rsaeks @rsaeks  Sorry for the trouble. To isolate the issue, have you also tried to connect the HDMI cable to the other ports of your TV?'",-0.27499999999999997,2,Negative
927342536456396800,2017-11-06 01:11:04,b'@rsaeks Hi @rsaeks. We apologize for the late response and for the inconvenience. To further check this support tic\xe2\x80\xa6 https://t.co/P6IJBSAE9J',-0.15,2,Negative
927301365315133442,2017-11-05 22:27:28,"b'@Dydek However, you can always provide us your feedback and suggestions at this link: https://t.co/rVDgpDwH52 \n(2/2)'",0.0,3,Neutral
927300378189815808,2017-11-05 22:23:33,"b'@Dydek Hello Darek! Unfortunately, TiVo MIni does not support wireless connection for now. There were no updates on\xe2\x80\xa6 https://t.co/X27DstQjRZ'",-0.5,2,Negative
927252399592562688,2017-11-05 19:12:54,"b""@rlevans Hi @rlevans. We're sorry for the trouble. However, these links should work for you: https://t.co/i7gIKMjKYW\nhttps://t.co/uXVj7IdAV8""",-0.35,2,Negative
927239769280667650,2017-11-05 18:22:42,"b""@melduforx Hello Joseph! We apologize for the inconvenience. We'd like to know more about this concern. Are you receiving any error code?""",0.5,5,Very Positive
926892125031141379,2017-11-04 19:21:18,b'@sndman2004 You might also want to visit this link: https://t.co/GZQnxHA8jU',0.0,3,Neutral
926882443671556097,2017-11-04 18:42:49,b'@synfinatic You will still receive emails such as notification of a past-due account or of a service contract that is about to end.',0.0,3,Neutral
926882296552140800,2017-11-04 18:42:14,b'@synfinatic Please be aware that if you opt out of TiVo emails you will still receive emails from TiVo for essential communications.',0.125,3,Neutral
926881929349263362,2017-11-04 18:40:47,"b'@synfinatic Can you tell us what emails did you receive from TiVo? Did they talk about TiVo surveys, special offers or product updates?'",0.2285714285714286,3,Neutral
926849798174658560,2017-11-04 16:33:06,b'@skywalkm Hi @skywalkm. Good to know that you have upgraded to the new user interface. You can use the Zoom button as the Back button.',0.27878787878787875,4,Positive
926844918898753537,2017-11-04 16:13:43,"b""@NotFancy I see. It's good to know that its working again. Please do let us know if this happens again so we can fu\xe2\x80\xa6 https://t.co/G4WOBRiXwZ""",0.7,5,Very Positive
926840266664923136,2017-11-04 15:55:14,"b'@NotFancy Hi @NotFancy. Sorry to hear this. To isolate the issue, are you getting an error code or error message?'",-0.5,2,Negative
926840145529196545,2017-11-04 15:54:45,"b""@sreekantham Hello Kiran! We're sorry for the late response. We apologize for the inconvenience. Can you tell us more regarding this issue?""",-0.10000000000000002,2,Negative
926837406694641664,2017-11-04 15:43:52,"b""@hanlich Hello Hannie! We're sorry to hear that you're having troubles with your TiVo Service Connection. Are you r\xe2\x80\xa6 https://t.co/4SWQMAIbXc""",-0.5,2,Negative
926611892503830529,2017-11-04 00:47:45,b'@frjohn101 Hello John! You have a pretty cool idea! Please share your ideas here: https://t.co/AhRftsmLjW so that o\xe2\x80\xa6 https://t.co/KnzRujNYlH',0.34375,4,Positive
925808998024142848,2017-11-01 19:37:20,"b'@MLeigh4ISU this concern. You can reach our Customer Support at 877-367-8486, Monday to Friday at 7am to 6pm PT and\xe2\x80\xa6 https://t.co/NyVCpym0jb'",0.0,3,Neutral
925808032424120322,2017-11-01 19:33:30,"b'@MLeigh4ISU exchange, if necessary.\n-No, the noises are gone. Please do let us know if the noise reoccurs so we can\xe2\x80\xa6 https://t.co/XPoRO9hDAt'",0.0,3,Neutral
925807638914437126,2017-11-01 19:31:56,"b'@MLeigh4ISU Did the noises continue after the powercycle?\n-Yes, noises continue after the powercycle. Please do giv\xe2\x80\xa6 https://t.co/uYy4li10Az'",0.0,3,Neutral
925806672332849153,2017-11-01 19:28:05,"b'@MLeigh4ISU -No, the noises continue when the power is off. The noise is being caused by a source other than the DV\xe2\x80\xa6 https://t.co/bIV0xWMZtx'",-0.125,2,Negative
925806462265413632,2017-11-01 19:27:15,"b'@MLeigh4ISU cord from the back of the DVR. Verify that the noises stop when the DVR is powered off.\n-Yes, the noise\xe2\x80\xa6 https://t.co/qj5xxk5HFQ'",0.0,3,Neutral
925806291553013761,2017-11-01 19:26:35,"b""@MLeigh4ISU Hello MWL! We're sorry to hear that you're having issues with your TiVo. Please do perform the followin\xe2\x80\xa6 https://t.co/mtj1FgrQFH""",-0.5,2,Negative
925766393450106887,2017-11-01 16:48:02,"b'@clubside &gt; TiVo Service Connection. After, power cycle the device by going to Settings &amp; Messages &gt; Help &gt; Restart Box. (3/3)'",0.0,3,Neutral
925766303452942339,2017-11-01 16:47:41,b'@clubside to the TiVo Service twice in a row. You can do this by going to TiVo Central &gt; Settings &amp; Messages &gt; Network Settings (2/3)',0.0,3,Neutral
925766029036441600,2017-11-01 16:46:35,b'@clubside Hello Chris! We apologize for any in convenience this has caused. Please do try to perform manual connections (1/3\n)',0.0,3,Neutral
925762547252416512,2017-11-01 16:32:45,"b""@adhustler Hello Ad! We're sorry to hear that you're having issues with your internet connection. Are you receiving\xe2\x80\xa6 https://t.co/9shD4yTI1u""",-0.5,2,Negative
925762503975604224,2017-11-01 16:32:35,"b'@estherkut Then, give at least an hour for the TiVo box to repopulate the guide data.'",-0.3,2,Negative
925762381183102977,2017-11-01 16:32:06,"b'@estherkut To do it, go to Settings &amp; Messages &gt; Help &gt; Reset to Defaults &gt; Repeat Guided Setup and follow the on-screen instructions.'",0.0,3,Neutral
925761937073410050,2017-11-01 16:30:20,"b'@estherkut These basic troubleshooting steps usually correct the guide. If not, you can go ahead and do the Repeat\xe2\x80\xa6 https://t.co/iBDGWY3Ibu'",-0.125,2,Negative
925761466229288960,2017-11-01 16:28:28,"b""@estherkut Hi @estherkut. We're really sorry to hear this. Have you tried to power cycle and force connect the TiVo box to the TiVo service?""",-0.5,2,Negative
925441257257742336,2017-10-31 19:16:04,b'@bkayne @bkayne Thank you for your patience.',0.0,3,Neutral
925441130887569408,2017-10-31 19:15:34,"b""@bkayne @bkayne We sincerely apologize for the inconvenience. We're still working on it and there's no estimated time for its resolution.""",0.5,5,Very Positive
925436532512690177,2017-10-31 18:57:17,"b""@nopiece Hello NoPiece! We're sorry to hear that you're having issues with streaming. Are you receiving any error code or error message?""",-0.5,2,Negative
925401177570889728,2017-10-31 16:36:48,"b'@avidmysteryfan Hi @avidmysteryfan. Sorry to hear this. But, is there an error message or error code on the screen\xe2\x80\xa6 https://t.co/tSFnVPSuvo'",-0.5,2,Negative
925141748174737408,2017-10-30 23:25:55,b'@brucefmoore @brucefmoore You can reach at them at 1-877-367-8486.',0.0,3,Neutral
925141588812226560,2017-10-30 23:25:17,"b'@brucefmoore @brucefmoore We apologize for the trouble. However, you might want to contact our Customer support to\xe2\x80\xa6 https://t.co/oGpOtvz9fT'",-0.2,2,Negative
925107795296387072,2017-10-30 21:11:00,"b""@Michael_Hawk19 Hello Michael! We're sorry to hear this. Please DM us the TSN of your TiVo BOLT so we can further a\xe2\x80\xa6 https://t.co/Av7EoAmwta""",-0.25,2,Negative
922990413157470208,2017-10-25 00:57:17,"b'@JohnnaTN @JohnnaTN Then, give at least an hour for the TIVo box to repopulate the guide data.'",-0.3,2,Negative
922990145124622336,2017-10-25 00:56:13,"b'@JohnnaTN @JohnnaTN To do it, navigate from Settings &amp; Messages&gt;Help&gt;Reset to Defaults&gt;Repeat Guided Setup and foll\xe2\x80\xa6 https://t.co/swowhATYpK'",0.0,3,Neutral
921781674605711360,2017-10-21 16:54:11,"b""@BingoGreenPig @BingoGreenPig We don't have that option on the table. But, you might want to send this idea to our\xe2\x80\xa6 https://t.co/KHUbrZJbIo""",0.0,3,Neutral
921535842648317962,2017-10-21 00:37:20,b'@stacymb76 Hello stacymb76! We sincerely apologize for what you have experienced. Please let us know more about the\xe2\x80\xa6 https://t.co/oQqpETH7H8',0.6,5,Very Positive
919964903129190400,2017-10-16 16:34:59,b'@brarob1000 Thank you and once again we apologize for the experience.',0.0,3,Neutral
919964705594146828,2017-10-16 16:34:12,"b'@brarob1000 If not, we suggest that you contact our Customer support at 877-367-8486 to further investigate the mat\xe2\x80\xa6 https://t.co/lMS23lSS24'",0.0,3,Neutral
919964243558109185,2017-10-16 16:32:22,b'@brarob1000 These troubleshooting steps usually make the remote to work with the TiVo box.',-0.175,2,Negative
919962209136074752,2017-10-16 16:24:17,"b'@brarob1000 Then, re-pair it in RF mode with your TiVo BOLT+. You might want to see this link for the instructions: https://t.co/r23dBCv1QU'",0.0,3,Neutral
919961334292336640,2017-10-16 16:20:48,"b""@brarob1000 @brarob1000 We're sorry for the trouble you're having with your remote. However, you might want to perf\xe2\x80\xa6 https://t.co/bwKr7qceeq""",-0.26666666666666666,2,Negative
919595577146576896,2017-10-15 16:07:25,b'@hansenc We recommend that you contact our Customer support to document this case in your account. You can reach th\xe2\x80\xa6 https://t.co/6VtA9fidMq',0.0,3,Neutral
919595115991195648,2017-10-15 16:05:35,"b'@hansenc @hansenc Unfortunately, this is a known issue. But, we are currently working on it towards a resolution. W\xe2\x80\xa6 https://t.co/lQMPvgN0Tj'",-0.25,2,Negative
919352893387493376,2017-10-15 00:03:05,b'@NotABeeKeeper Can you try to clear the browsing history of the web browser?',0.10000000000000002,3,Neutral
919352849217347586,2017-10-15 00:02:54,"b""@NotABeeKeeper Hi @NotABeeKeeper. We're sorry that you're having hard time streaming with TiVo Online.""",-0.39583333333333337,2,Negative
919337250990718976,2017-10-14 23:00:55,"b""@LibTwitArmy You can reach them at 1-877-367-8486. Thank you for your patience while we're working to resolve this matter.""",0.0,3,Neutral
919335824784797696,2017-10-14 22:55:15,"b'@LibTwitArmy We apologize for this inconvenience. However, we recommend that you contact our Customer support as th\xe2\x80\xa6 https://t.co/nHfh3Yj8Pg'",0.0,3,Neutral
919323769432309760,2017-10-14 22:07:21,"b""@LibTwitArmy Then, we'll do the Repeat Guided Setup on the TiVo Mini and everything should be good to go.""",0.7,5,Very Positive
919323318674747394,2017-10-14 22:05:34,"b'@LibTwitArmy To do it, go to Settings &amp; Messages &gt; Network Settings &gt; TiVo Service Connection. Once successfully co\xe2\x80\xa6 https://t.co/j267LedinI'",0.75,5,Very Positive
919322836107448321,2017-10-14 22:03:38,"b'@LibTwitArmy Then, choose the network connection type based on your current networking setup. Afterwards, connect t\xe2\x80\xa6 https://t.co/j7WWHW46bE'",0.0,3,Neutral
919322268660006913,2017-10-14 22:01:23,"b'@LibTwitArmy Reboot your router. Once it restarts, plug back in the main DVR and go to Settings &amp; Messages&gt;Network\xe2\x80\xa6 https://t.co/JXR27JAayF'",0.08333333333333333,3,Neutral
919321594375401474,2017-10-14 21:58:42,"b'@LibTwitArmy To correct this, you might want to do these troubleshooting steps one more time: Unplug the power cord\xe2\x80\xa6 https://t.co/ZKSRFdNnUw'",0.5,5,Very Positive
919315502757015552,2017-10-14 21:34:30,"b'@LibTwitArmy Then, plug the TiVo Mini back in.'",0.0,3,Neutral
919315187592777731,2017-10-14 21:33:15,"b'@LibTwitArmy To help you out, you might want to unplug the power cord of the TiVo Mini, go to the main DVR and forc\xe2\x80\xa6 https://t.co/ALUn9Cjj9T'",0.16666666666666666,3,Neutral
919309285271769097,2017-10-14 21:09:48,"b'@LibTwitArmy @LibTwitArmy Sorry to hear this. But, can you tell us more about the issue? Is there an error message or error code?'",0.0,3,Neutral
918280021688684545,2017-10-12 00:59:52,"b""@LibTwitArmy TiVo Mini should be connected wired to your network via ethernet or MoCa connection. It doesn't work with wireless connection.""",0.0,3,Neutral
918217284275064832,2017-10-11 20:50:34,"b'@votedukakis Then, give your TiVo box two to three hours to repopulate the guide data. Doing so, usually correct the issue.'",-0.25,2,Negative
918216875653386240,2017-10-11 20:48:57,"b'@votedukakis To do it, you might want to go to Setting &amp; Messages &gt; Help &gt;Reset to Defaults &gt; Repeat Guided Setup a\xe2\x80\xa6 https://t.co/N2r1XOJjwT'",0.0,3,Neutral
918216596132384768,2017-10-11 20:47:50,"b'@votedukakis I see. However, you might want to do the Repeat Guided Setup to repopulate your guide data.'",0.0,3,Neutral
918169989521330176,2017-10-11 17:42:38,"b""@LibTwitArmy @LibTwitArmy We're sorry to hear this. But, can you tell us more about the issue? Is there an error code?""",0.0,3,Neutral
918148501791494145,2017-10-11 16:17:15,"b""@votedukakis Then, see if the channels that you're supposed to be getting are checked.""",0.0,3,Neutral
917897272393895936,2017-10-10 23:38:58,"b'@kingtownley Doing so, eventually clears the condition and successfully restores complete functionality of the box.'",0.425,4,Positive
917896819727839237,2017-10-10 23:37:10,"b'@kingtownley But to isolate the issue, you might want to wait at least three hours, then, reboot the TiVo box three times.'",-0.3,2,Negative
917446434798129159,2017-10-09 17:47:30,"b""@Mattmoniz85 Hi @Mattmoniz85! There's no other way to access Live TV but through OTA. TiVo doesn't work with Hulu Live.""",0.11174242424242424,3,Neutral
917069274220580864,2017-10-08 16:48:47,b'@cg14n4 You can contact them at 1-877-367-8486. Thank you for your patience.',0.0,3,Neutral
917069071341977601,2017-10-08 16:47:59,b'@cg14n4 I see. You might want to contact our Customer support so that they can create a case in your account and fu\xe2\x80\xa6 https://t.co/wP2ZbBgjLg',0.0,3,Neutral
917068041179095040,2017-10-08 16:43:53,b'@unionicola It would be better if you call them.',0.5,5,Very Positive
917054830371311617,2017-10-08 15:51:24,b'@unionicola We also recommend that you contact our Customer support to create a case in your account for further in\xe2\x80\xa6 https://t.co/qzkQXzJw0q',0.0,3,Neutral
917054336940888064,2017-10-08 15:49:26,"b'@unionicola @unionicola For temporary resolution, you might want to do the Repeat Guided setup again and select Cha\xe2\x80\xa6 https://t.co/ble3wHiSkw'",0.0,3,Neutral
917053757137014785,2017-10-08 15:47:08,b'@WadeFarnham They can be reached at 1-877-367-8486. Thank you for your patience.',0.0,3,Neutral
917053582331076608,2017-10-08 15:46:26,"b""@WadeFarnham If doing so won't work, we suggest that you contact our Customer support so that they can create a case in your account.""",0.0,3,Neutral
917052736906190849,2017-10-08 15:43:05,"b'@WadeFarnham For temporary resolution, you might want to do the Repeat Guided Setup again and select Charter Mazomanie Standard Cable.'",0.0,3,Neutral
917052172231237633,2017-10-08 15:40:50,"b""@WadeFarnham @WadeFarnham We apologize for the inconvenience and we're doing investigation to have this issue resolved.""",0.0,3,Neutral
917051215460126720,2017-10-08 15:37:02,"b'@cg14n4 Then, select Charter Mazomanie Standard Cable. To do it, go to Settings &amp; Messages &gt; Help &gt; Reset to Defaults &gt; Repeat Guided Setup.'",0.0,3,Neutral
917050866154209283,2017-10-08 15:35:39,"b'@cg14n4 For temporary resolution, if your TiVo box can connect to the TiVo service, you might want to do the Repeat Guided Setup.'",0.0,3,Neutral
917050021266231296,2017-10-08 15:32:17,"b'@cg14n4 @cg14n4 We sincerely apologize for the inconvenience. Currently, we are doing investigation to have this issue resolved.'",0.25,4,Positive
917049520726343680,2017-10-08 15:30:18,"b'@unionicola However, can your TiVo box connect to the TiVo service?'",0.0,3,Neutral
917049359165947904,2017-10-08 15:29:39,b'@unionicola @unionicola We apologize for the inconvenience and we are doing investigation to have this issue resolved.',0.0,3,Neutral
